state,naics_sector,motivation,n_firms,n_emp
16,21,To automate tasks performed by labor,0,0
16,21,To upgrade outdated processes or methods,0,0
16,21,To improve quality or reliability of processes or methods,0,0
16,21,To expand the range of goods or services,0,0
16,21,To adopt standards and accreditation,0,0
16,21,Some other reason,0,0
17,21,To automate tasks performed by labor,0,0
17,21,To upgrade outdated processes or methods,0,0
17,21,Some other reason,0,0
17,21,To improve quality or reliability of processes or methods,0,0
17,21,To expand the range of goods or services,0,0
17,21,To adopt standards and accreditation,0,0
18,21,To automate tasks performed by labor,0,0
18,21,To upgrade outdated processes or methods,0,0
18,21,To improve quality or reliability of processes or methods,0,0
18,21,To expand the range of goods or services,0,0
18,21,To adopt standards and accreditation,0,0
18,21,Some other reason,0,0
19,21,To improve quality or reliability of processes or methods,0,0
19,21,To automate tasks performed by labor,0,0
19,21,To upgrade outdated processes or methods,0,0
19,21,To expand the range of goods or services,0,0
19,21,To adopt standards and accreditation,0,0
19,21,Some other reason,0,0
20,21,To automate tasks performed by labor,0,0
20,21,To upgrade outdated processes or methods,0,0
20,21,Some other reason,0,0
20,21,To improve quality or reliability of processes or methods,0,0
20,21,To expand the range of goods or services,0,0
20,21,To adopt standards and accreditation,0,0
21,21,To automate tasks performed by labor,0,0
21,21,To upgrade outdated processes or methods,0,0
21,21,To improve quality or reliability of processes or methods,0,0
21,21,To expand the range of goods or services,0,0
21,21,To adopt standards and accreditation,0,0
21,21,Some other reason,0,0
22,21,To automate tasks performed by labor,0,0
22,21,To upgrade outdated processes or methods,0,0
22,21,To improve quality or reliability of processes or methods,0,0
22,21,To expand the range of goods or services,0,0
22,21,To adopt standards and accreditation,0,0
22,21,Some other reason,0,0
24,21,To automate tasks performed by labor,0,0
24,21,To upgrade outdated processes or methods,0,0
24,21,To improve quality or reliability of processes or methods,0,0
24,21,To expand the range of goods or services,0,0
24,21,To adopt standards and accreditation,0,0
24,21,Some other reason,0,0
23,21,To automate tasks performed by labor,0,0
23,21,To upgrade outdated processes or methods,0,0
23,21,To improve quality or reliability of processes or methods,0,0
23,21,To expand the range of goods or services,0,0
23,21,To adopt standards and accreditation,0,0
23,21,Some other reason,0,0
25,21,To automate tasks performed by labor,0,0
25,21,To upgrade outdated processes or methods,0,0
25,21,To improve quality or reliability of processes or methods,0,0
25,21,To expand the range of goods or services,0,0
25,21,To adopt standards and accreditation,0,0
25,21,Some other reason,0,0
26,21,To automate tasks performed by labor,0,0
26,21,To upgrade outdated processes or methods,0,0
26,21,To improve quality or reliability of processes or methods,0,0
26,21,To expand the range of goods or services,0,0
26,21,To adopt standards and accreditation,0,0
26,21,Some other reason,0,0
27,21,To automate tasks performed by labor,0,0
27,21,To upgrade outdated processes or methods,0,0
27,21,To improve quality or reliability of processes or methods,0,0
27,21,To expand the range of goods or services,0,0
27,21,To adopt standards and accreditation,0,0
27,21,Some other reason,0,0
28,21,To automate tasks performed by labor,0,0
28,21,To upgrade outdated processes or methods,0,0
28,21,To improve quality or reliability of processes or methods,0,0
28,21,To expand the range of goods or services,0,0
28,21,To adopt standards and accreditation,0,0
28,21,Some other reason,0,0
29,21,To automate tasks performed by labor,0,0
29,21,To upgrade outdated processes or methods,0,0
29,21,To improve quality or reliability of processes or methods,0,0
29,21,To expand the range of goods or services,0,0
29,21,To adopt standards and accreditation,0,0
29,21,Some other reason,0,0
30,21,To automate tasks performed by labor,0,0
30,21,To upgrade outdated processes or methods,0,0
30,21,To improve quality or reliability of processes or methods,0,0
30,21,To expand the range of goods or services,0,0
30,21,To adopt standards and accreditation,0,0
30,21,Some other reason,0,0
31,21,To automate tasks performed by labor,0,0
31,21,To upgrade outdated processes or methods,0,0
31,21,To improve quality or reliability of processes or methods,0,0
31,21,To expand the range of goods or services,0,0
31,21,To adopt standards and accreditation,0,0
31,21,Some other reason,0,0
32,21,To automate tasks performed by labor,0,0
32,21,To upgrade outdated processes or methods,0,0
32,21,To improve quality or reliability of processes or methods,0,0
32,21,To expand the range of goods or services,0,0
32,21,To adopt standards and accreditation,0,0
32,21,Some other reason,0,0
34,21,To automate tasks performed by labor,0,0
34,21,To upgrade outdated processes or methods,0,0
34,21,To improve quality or reliability of processes or methods,0,0
34,21,To expand the range of goods or services,0,0
34,21,To adopt standards and accreditation,0,0
34,21,Some other reason,0,0
33,21,To automate tasks performed by labor,0,0
33,21,To upgrade outdated processes or methods,0,0
33,21,To improve quality or reliability of processes or methods,0,0
33,21,To expand the range of goods or services,0,0
33,21,To adopt standards and accreditation,0,0
33,21,Some other reason,0,0
36,21,To automate tasks performed by labor,0,0
36,21,To upgrade outdated processes or methods,0,0
36,21,To improve quality or reliability of processes or methods,0,0
36,21,To expand the range of goods or services,0,0
36,21,To adopt standards and accreditation,0,0
36,21,Some other reason,0,0
35,21,To automate tasks performed by labor,0,0
35,21,To upgrade outdated processes or methods,0,0
35,21,Some other reason,0,0
35,21,To improve quality or reliability of processes or methods,0,0
35,21,To expand the range of goods or services,0,0
35,21,To adopt standards and accreditation,0,0
37,21,To automate tasks performed by labor,0,0
37,21,To upgrade outdated processes or methods,0,0
37,21,To improve quality or reliability of processes or methods,0,0
37,21,To expand the range of goods or services,0,0
37,21,To adopt standards and accreditation,0,0
37,21,Some other reason,0,0
38,21,To automate tasks performed by labor,0,0
38,21,To upgrade outdated processes or methods,0,0
38,21,To improve quality or reliability of processes or methods,0,0
38,21,To expand the range of goods or services,0,0
38,21,To adopt standards and accreditation,0,0
38,21,Some other reason,0,0
39,21,To automate tasks performed by labor,0,0
39,21,To upgrade outdated processes or methods,0,0
39,21,To improve quality or reliability of processes or methods,0,0
39,21,To expand the range of goods or services,0,0
39,21,To adopt standards and accreditation,0,0
39,21,Some other reason,0,0
40,21,To automate tasks performed by labor,0,0
40,21,To upgrade outdated processes or methods,0,0
40,21,To improve quality or reliability of processes or methods,0,0
40,21,To expand the range of goods or services,0,0
40,21,To adopt standards and accreditation,0,0
40,21,Some other reason,0,0
41,21,To automate tasks performed by labor,0,0
41,21,To upgrade outdated processes or methods,0,0
41,21,To improve quality or reliability of processes or methods,0,0
41,21,To expand the range of goods or services,0,0
41,21,To adopt standards and accreditation,0,0
41,21,Some other reason,0,0
42,21,To automate tasks performed by labor,0,0
42,21,To upgrade outdated processes or methods,0,0
42,21,To improve quality or reliability of processes or methods,0,0
42,21,To expand the range of goods or services,0,0
42,21,To adopt standards and accreditation,0,0
42,21,Some other reason,0,0
45,21,To automate tasks performed by labor,0,0
45,21,To upgrade outdated processes or methods,0,0
45,21,To improve quality or reliability of processes or methods,0,0
45,21,To expand the range of goods or services,0,0
45,21,To adopt standards and accreditation,0,0
45,21,Some other reason,0,0
44,21,To automate tasks performed by labor,0,0
44,21,To upgrade outdated processes or methods,0,0
44,21,To improve quality or reliability of processes or methods,0,0
44,21,To expand the range of goods or services,0,0
44,21,To adopt standards and accreditation,0,0
44,21,Some other reason,0,0
46,21,To improve quality or reliability of processes or methods,0,0
46,21,To automate tasks performed by labor,0,0
46,21,To upgrade outdated processes or methods,0,0
46,21,To expand the range of goods or services,0,0
46,21,To adopt standards and accreditation,0,0
46,21,Some other reason,0,0
47,21,To upgrade outdated processes or methods,0,0
47,21,To automate tasks performed by labor,0,0
47,21,To improve quality or reliability of processes or methods,0,0
47,21,To expand the range of goods or services,0,0
47,21,To adopt standards and accreditation,0,0
47,21,Some other reason,0,0
48,21,To automate tasks performed by labor,16,31257
48,21,To upgrade outdated processes or methods,21,30708
48,21,To improve quality or reliability of processes or methods,76,37071
48,21,To expand the range of goods or services,0,0
48,21,To adopt standards and accreditation,0,0
48,21,Some other reason,0,0
49,21,To automate tasks performed by labor,0,0
49,21,To upgrade outdated processes or methods,0,0
49,21,To improve quality or reliability of processes or methods,0,0
49,21,To expand the range of goods or services,0,0
49,21,To adopt standards and accreditation,0,0
49,21,Some other reason,0,0
50,21,To automate tasks performed by labor,0,0
50,21,To upgrade outdated processes or methods,0,0
