state,NAICS2017,barrier,n_firms,n_emp
20,11,Technology was too expensive,0,0
20,11,Technology was not mature,0,0
20,11,Lacked access to required data,0,0
20,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
20,11,Required data not reliable,0,0
20,11,Lacked access to required human capital and talent,0,0
20,11,Laws and regulations,0,0
20,11,Lacked access to capital,0,0
20,11,Technology not applicable to this business,0,0
20,11,No factors adversely affected the adoption of this technology,0,0
21,11,Technology was too expensive,0,0
21,11,Technology was not mature,0,0
21,11,Lacked access to required data,0,0
21,11,Required data not reliable,0,0
21,11,Lacked access to required human capital and talent,0,0
21,11,Laws and regulations,0,0
21,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
21,11,Lacked access to capital,0,0
21,11,Technology not applicable to this business,0,0
21,11,No factors adversely affected the adoption of this technology,0,0
22,11,Required data not reliable,0,0
22,11,Technology was too expensive,0,0
22,11,Technology was not mature,0,0
22,11,Lacked access to required data,0,0
22,11,Lacked access to required human capital and talent,0,0
22,11,Laws and regulations,0,0
22,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
22,11,Lacked access to capital,0,0
22,11,Technology not applicable to this business,0,0
22,11,No factors adversely affected the adoption of this technology,0,0
24,11,Technology was too expensive,0,0
24,11,Technology was not mature,0,0
24,11,Lacked access to required data,0,0
24,11,Required data not reliable,0,0
24,11,Lacked access to required human capital and talent,0,0
24,11,Laws and regulations,0,0
24,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
24,11,Lacked access to capital,0,0
24,11,Technology not applicable to this business,0,0
24,11,No factors adversely affected the adoption of this technology,0,0
23,11,Required data not reliable,0,0
23,11,Technology was too expensive,0,0
23,11,Technology was not mature,0,0
23,11,Lacked access to required data,0,0
23,11,Lacked access to required human capital and talent,0,0
23,11,Laws and regulations,0,0
23,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
23,11,Lacked access to capital,0,0
23,11,Technology not applicable to this business,0,0
23,11,No factors adversely affected the adoption of this technology,460,2213
25,11,Technology was too expensive,0,0
25,11,Technology was not mature,0,0
25,11,Lacked access to required data,0,0
25,11,Required data not reliable,0,0
25,11,Lacked access to required human capital and talent,0,0
25,11,Laws and regulations,0,0
25,11,No factors adversely affected the adoption of this technology,0,0
25,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
25,11,Lacked access to capital,0,0
25,11,Technology not applicable to this business,0,0
26,11,Technology was too expensive,0,0
26,11,Technology was not mature,0,0
26,11,Lacked access to required data,0,0
26,11,Required data not reliable,0,0
26,11,Lacked access to required human capital and talent,0,0
26,11,Laws and regulations,0,0
26,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
26,11,Lacked access to capital,0,0
26,11,Technology not applicable to this business,0,0
26,11,No factors adversely affected the adoption of this technology,0,0
27,11,Technology was too expensive,0,0
27,11,Technology was not mature,0,0
27,11,Lacked access to required data,0,0
27,11,Required data not reliable,0,0
27,11,Lacked access to required human capital and talent,0,0
27,11,Laws and regulations,0,0
27,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
27,11,Lacked access to capital,0,0
27,11,Technology not applicable to this business,0,0
27,11,No factors adversely affected the adoption of this technology,0,0
28,11,Technology was too expensive,0,0
28,11,Technology was not mature,0,0
28,11,Lacked access to required data,0,0
28,11,Required data not reliable,0,0
28,11,Lacked access to required human capital and talent,0,0
28,11,Laws and regulations,0,0
28,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
28,11,Lacked access to capital,0,0
28,11,Technology not applicable to this business,0,0
28,11,No factors adversely affected the adoption of this technology,0,0
29,11,Required data not reliable,0,0
29,11,Technology was too expensive,0,0
29,11,Technology was not mature,0,0
29,11,Lacked access to required data,0,0
29,11,Lacked access to required human capital and talent,0,0
29,11,Laws and regulations,0,0
29,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
29,11,Lacked access to capital,0,0
29,11,Technology not applicable to this business,0,0
29,11,No factors adversely affected the adoption of this technology,0,0
30,11,Technology was too expensive,0,0
30,11,Technology was not mature,0,0
30,11,Lacked access to required data,0,0
30,11,Required data not reliable,0,0
30,11,Lacked access to required human capital and talent,0,0
30,11,Laws and regulations,0,0
30,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
30,11,Lacked access to capital,0,0
30,11,Technology not applicable to this business,0,0
30,11,No factors adversely affected the adoption of this technology,0,0
31,11,Technology was too expensive,0,0
31,11,Technology was not mature,0,0
31,11,Lacked access to required data,0,0
31,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
31,11,Required data not reliable,0,0
31,11,Lacked access to required human capital and talent,0,0
31,11,Laws and regulations,0,0
31,11,Lacked access to capital,0,0
31,11,Technology not applicable to this business,0,0
31,11,No factors adversely affected the adoption of this technology,0,0
32,11,Technology was too expensive,0,0
32,11,Lacked access to required human capital and talent,0,0
32,11,Technology was not mature,0,0
32,11,Lacked access to required data,0,0
32,11,Required data not reliable,0,0
32,11,Laws and regulations,0,0
32,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
32,11,Lacked access to capital,0,0
32,11,Technology not applicable to this business,0,0
32,11,No factors adversely affected the adoption of this technology,0,0
34,11,Technology was too expensive,0,0
34,11,Technology was not mature,0,0
34,11,Lacked access to required data,0,0
34,11,Required data not reliable,0,0
34,11,Lacked access to required human capital and talent,0,0
34,11,Technology not applicable to this business,0,0
34,11,Laws and regulations,0,0
34,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
34,11,Lacked access to capital,0,0
34,11,No factors adversely affected the adoption of this technology,0,0
33,11,Lacked access to required data,0,0
33,11,Technology was too expensive,0,0
33,11,Technology was not mature,0,0
33,11,Required data not reliable,0,0
33,11,Lacked access to required human capital and talent,0,0
33,11,Laws and regulations,0,0
33,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
33,11,Lacked access to capital,0,0
33,11,Technology not applicable to this business,0,0
33,11,No factors adversely affected the adoption of this technology,0,0
36,11,Technology was too expensive,0,0
36,11,Technology was not mature,0,0
36,11,Lacked access to required data,0,0
36,11,Required data not reliable,0,0
36,11,Lacked access to required human capital and talent,0,0
36,11,Laws and regulations,0,0
36,11,Concerns regarding safety and security (physical security and/or cyber security),0,0
36,11,Lacked access to capital,0,0
36,11,Technology not applicable to this business,0,0
36,11,No factors adversely affected the adoption of this technology,371,1106
35,11,Required data not reliable,0,0
35,11,Technology was too expensive,0,0
35,11,Technology was not mature,0,0
35,11,Lacked access to required data,0,0
35,11,Lacked access to required human capital and talent,0,0
